ID,Area,City,Restaurant,Cuisine,Price,Avg ratings,Total ratings,Address,Delivery time
388850,Himayath Nagar,Hyderabad,Roll It Up,Italian,300,3.2,20,Himayath Nagar,32
388850,Himayath Nagar,Hyderabad,Roll It Up,Chinese,300,3.2,20,Himayath Nagar,32
388850,Himayath Nagar,Hyderabad,Roll It Up,Beverages,300,3.2,20,Himayath Nagar,32
389517,Nallakunta & Vidyanagar,Hyderabad,Arabian Mandi House,Arabian,420,2.9,80,Nallakunta & Vidyanagar,48
389858,Himayath Nagar,Hyderabad,I Creamy Cafe,North Indian,200,2.9,80,Himayath Nagar,52
389882,Uppal,Hyderabad,Sv Food Court,Chinese,149,2.9,80,Uppal,67
389882,Uppal,Hyderabad,Sv Food Court,Biryani,149,2.9,80,Uppal,67
390867,Santoshnagar & Saidabad,Hyderabad,S V Food Court,Chinese,200,2.9,80,Santoshnagar & Saidabad,52
390887,Himayath Nagar,Hyderabad,Bake Zone Bakery&Lounge,Desserts,300,2.9,80,Himayath Nagar,40
390887,Himayath Nagar,Hyderabad,Bake Zone Bakery&Lounge,Fast Food,300,2.9,80,Himayath Nagar,40
390946,Nallakunta & Vidyanagar,Hyderabad,Al Saud Bait Al Mandi,Arabian,250,4,100,Nallakunta & Vidyanagar,34
391778,Nallakunta & Vidyanagar,Hyderabad,Chinese Fast Food,Chinese,250,2.9,80,Nallakunta & Vidyanagar,37
391832,Himayath Nagar,Hyderabad,Fish Oh Fish,Biryani,400,2.9,80,Ashok Nagar,38
391832,Himayath Nagar,Hyderabad,Fish Oh Fish,Tandoor,400,2.9,80,Ashok Nagar,38
391832,Himayath Nagar,Hyderabad,Fish Oh Fish,Mughlai,400,2.9,80,Ashok Nagar,38
392201,Banjara Hills,Hyderabad,Royal Biryani Kabab Juice,Juices,200,2.9,80,Banjara Hills,55
392201,Banjara Hills,Hyderabad,Royal Biryani Kabab Juice,Salads,200,2.9,80,Banjara Hills,55
392211,Himayath Nagar,Hyderabad,Nice Day Baquares And Ice Creams,Chinese,100,2.9,80,Himayath Nagar,38
392283,Nallakunta & Vidyanagar,Hyderabad,Bachchu S Chaat By Phulkaas,Chaat,200,2.9,80,Nallakunta & Vidyanagar,39
392283,Nallakunta & Vidyanagar,Hyderabad,Bachchu S Chaat By Phulkaas,Snacks,200,2.9,80,Nallakunta & Vidyanagar,39
392342,Charminar,Hyderabad,Ms Mandi And Shawarma,Indian,240,4.1,50,Charminar,39
392457,Kothapet & Dilsukhnagar,Hyderabad, Sahadeva Reddy'S Biryani Durbar,Biryani,250,4.1,50,Kothapet & Dilsukhnagar,45
392457,Kothapet & Dilsukhnagar,Hyderabad, Sahadeva Reddy'S Biryani Durbar,Chinese,250,4.1,50,Kothapet & Dilsukhnagar,45
392457,Kothapet & Dilsukhnagar,Hyderabad, Sahadeva Reddy'S Biryani Durbar,Indian,250,4.1,50,Kothapet & Dilsukhnagar,45
393652,Himayath Nagar,Hyderabad,The Joint Shawarma,Indian,400,4,20,Himayath Nagar,32
393672,Nampally,Hyderabad,Sunrise Tiffins Bakery And Fastfood,Continental,200,2.9,80,Nampally,40
393672,Nampally,Hyderabad,Sunrise Tiffins Bakery And Fastfood,Ice Cream,200,2.9,80,Nampally,40
393672,Nampally,Hyderabad,Sunrise Tiffins Bakery And Fastfood,Bakery,200,2.9,80,Nampally,40
393672,Nampally,Hyderabad,Sunrise Tiffins Bakery And Fastfood,Beverages,200,2.9,80,Nampally,40
393706,Santoshnagar & Saidabad,Hyderabad,Pista House Restaurant,Tandoor,500,4.1,500,Santoshnagar & Saidabad,48
393706,Santoshnagar & Saidabad,Hyderabad,Pista House Restaurant,Indian,500,4.1,500,Santoshnagar & Saidabad,48
393706,Santoshnagar & Saidabad,Hyderabad,Pista House Restaurant,Chinese,500,4.1,500,Santoshnagar & Saidabad,48
393706,Santoshnagar & Saidabad,Hyderabad,Pista House Restaurant,Biryani,500,4.1,500,Santoshnagar & Saidabad,48
393706,Santoshnagar & Saidabad,Hyderabad,Pista House Restaurant,Beverages,500,4.1,500,Santoshnagar & Saidabad,48
394267,Kothapet & Dilsukhnagar,Hyderabad,Hasrat Catering India,Indian,300,2.9,80,Kothapet & Dilsukhnagar,46
394651,Somajiguda & Khairtabad,Hyderabad,Biryanis And More,Biryani,350,3.9,100,Somajiguda & Khairtabad,49
394651,Somajiguda & Khairtabad,Hyderabad,Biryanis And More,Chinese,350,3.9,100,Somajiguda & Khairtabad,49
394651,Somajiguda & Khairtabad,Hyderabad,Biryanis And More,Tandoor,350,3.9,100,Somajiguda & Khairtabad,49
395765,Kothapet & Dilsukhnagar,Hyderabad,Potful - Claypot Biryanis,Biryani,500,4,500,Kothapet & Dilsukhnagar,77
395765,Kothapet & Dilsukhnagar,Hyderabad,Potful - Claypot Biryanis,Kebabs,500,4,500,Kothapet & Dilsukhnagar,77
395765,Kothapet & Dilsukhnagar,Hyderabad,Potful - Claypot Biryanis,Mughlai,500,4,500,Kothapet & Dilsukhnagar,77
395765,Kothapet & Dilsukhnagar,Hyderabad,Potful - Claypot Biryanis,North Indian,500,4,500,Kothapet & Dilsukhnagar,77
395773,Kothapet & Dilsukhnagar,Hyderabad,Wah! Kulcha,Fast Food,200,3.7,20,Kothapet & Dilsukhnagar,77
396274,Kothapet & Dilsukhnagar,Hyderabad,Lalaji Dilli Wale Chaat,Chaat,300,2.9,80,Kothapet & Dilsukhnagar,66
396274,Kothapet & Dilsukhnagar,Hyderabad,Lalaji Dilli Wale Chaat,Fast Food,300,2.9,80,Kothapet & Dilsukhnagar,66
396274,Kothapet & Dilsukhnagar,Hyderabad,Lalaji Dilli Wale Chaat,Maharashtrian,300,2.9,80,Kothapet & Dilsukhnagar,66
396274,Kothapet & Dilsukhnagar,Hyderabad,Lalaji Dilli Wale Chaat,Beverages,300,2.9,80,Kothapet & Dilsukhnagar,66
396621,Banjara Hills,Hyderabad,Sher-E-Punjab Dhaba,Indian,350,2.9,80,Banjara Hills,40
396621,Banjara Hills,Hyderabad,Sher-E-Punjab Dhaba,Biryani,350,2.9,80,Banjara Hills,40
396976,Nallakunta & Vidyanagar,Hyderabad,Mamaz Almandi,Indian,300,2.9,80,Nallakunta & Vidyanagar,48
397493,Himayath Nagar,Hyderabad,A Bowl Affair,Indian,300,3.3,20,Himayath Nagar,33
397493,Himayath Nagar,Hyderabad,A Bowl Affair,Chinese,300,3.3,20,Himayath Nagar,33
397493,Himayath Nagar,Hyderabad,A Bowl Affair,Combo,300,3.3,20,Himayath Nagar,33
397493,Himayath Nagar,Hyderabad,A Bowl Affair,Beverages,300,3.3,20,Himayath Nagar,33
397871,Kothapet & Dilsukhnagar,Hyderabad,Nalabheema Kitchen,Chinese,250,3.9,100,Kothapet & Dilsukhnagar,60
398440,Santoshnagar & Saidabad,Hyderabad,Ssv Foods,Snacks,180,2.9,80,Santoshnagar & Saidabad,53
398591,Ameerpet,Hyderabad,Tiny Foods Homely Food Court,Indian,300,4.1,50,Ameerpet,76
398857,Charminar,Hyderabad,The Kunafa Station,Desserts,300,3.9,100,Charminar,39
399267,Himayath Nagar,Hyderabad,Swiss Castle,Bakery,500,4.6,100,Himayath Nagar,28
399267,Himayath Nagar,Hyderabad,Swiss Castle,Sweets,500,4.6,100,Himayath Nagar,28
399267,Himayath Nagar,Hyderabad,Swiss Castle,Desserts,500,4.6,100,Himayath Nagar,28
399611,Kachiguda,Hyderabad,Hotel Woodside (Veg),South Indian,200,4.5,100,Himayath Nagar,30
399611,Kachiguda,Hyderabad,Hotel Woodside (Veg),North Indian,200,4.5,100,Himayath Nagar,30
399611,Kachiguda,Hyderabad,Hotel Woodside (Veg),Chinese,200,4.5,100,Himayath Nagar,30
400427,"Tarnaka,Nacharam & Malkajigiri",Hyderabad,Cupcake Bliss Cake & Desserts,Bakery,200,4,20,"Tarnaka,Nacharam & Malkajigiri",72
400427,"Tarnaka,Nacharam & Malkajigiri",Hyderabad,Cupcake Bliss Cake & Desserts,Desserts,200,4,20,"Tarnaka,Nacharam & Malkajigiri",72
400427,"Tarnaka,Nacharam & Malkajigiri",Hyderabad,Cupcake Bliss Cake & Desserts,Ice Cream,200,4,20,"Tarnaka,Nacharam & Malkajigiri",72
400765,Kothapet & Dilsukhnagar,Hyderabad,Monster Burger,Chinese,200,3.2,20,Kothapet & Dilsukhnagar,75
400765,Kothapet & Dilsukhnagar,Hyderabad,Monster Burger,South Indian,200,3.2,20,Kothapet & Dilsukhnagar,75
400765,Kothapet & Dilsukhnagar,Hyderabad,Monster Burger,Snacks,200,3.2,20,Kothapet & Dilsukhnagar,75
400765,Kothapet & Dilsukhnagar,Hyderabad,Monster Burger,Combo,200,3.2,20,Kothapet & Dilsukhnagar,75
400765,Kothapet & Dilsukhnagar,Hyderabad,Monster Burger,Beverages,200,3.2,20,Kothapet & Dilsukhnagar,75
400765,Kothapet & Dilsukhnagar,Hyderabad,Monster Burger,Desserts,200,3.2,20,Kothapet & Dilsukhnagar,75
400882,Banjara Hills,Hyderabad,The Clay Pot,North Indian,300,2.9,80,Banjara Hills,74
401069,Kothapet & Dilsukhnagar,Hyderabad,Destino Re Defined,Chinese,250,2.9,80,Kothapet & Dilsukhnagar,49
401069,Kothapet & Dilsukhnagar,Hyderabad,Destino Re Defined,Indian,250,2.9,80,Kothapet & Dilsukhnagar,49
401069,Kothapet & Dilsukhnagar,Hyderabad,Destino Re Defined,Biryani,250,2.9,80,Kothapet & Dilsukhnagar,49
402010,Kothapet & Dilsukhnagar,Hyderabad,Cake D'Licious,Bakery,250,3.9,100,Kothapet & Dilsukhnagar,50
402010,Kothapet & Dilsukhnagar,Hyderabad,Cake D'Licious,Desserts,250,3.9,100,Kothapet & Dilsukhnagar,50
402599,Himayath Nagar,Hyderabad,Haldirams,Indian,300,4.2,100,Ground Floor Moti Mahal Market,33
402599,Himayath Nagar,Hyderabad,Haldirams,Biryani,300,4.2,100,Ground Floor Moti Mahal Market,33
402599,Himayath Nagar,Hyderabad,Haldirams,Snacks,300,4.2,100,Ground Floor Moti Mahal Market,33
402599,Himayath Nagar,Hyderabad,Haldirams,Fast Food,300,4.2,100,Ground Floor Moti Mahal Market,33
402599,Himayath Nagar,Hyderabad,Haldirams,Beverages,300,4.2,100,Ground Floor Moti Mahal Market,33
402864,Himayath Nagar,Hyderabad,La Pino'Z Pizza,Pizzas,400,4,500,Himayath Nagar,33
402864,Himayath Nagar,Hyderabad,La Pino'Z Pizza,Italian,400,4,500,Himayath Nagar,33
402864,Himayath Nagar,Hyderabad,La Pino'Z Pizza,Mexican,400,4,500,Himayath Nagar,33
402864,Himayath Nagar,Hyderabad,La Pino'Z Pizza,Desserts,400,4,500,Himayath Nagar,33
402864,Himayath Nagar,Hyderabad,La Pino'Z Pizza,Fast Food,400,4,500,Himayath Nagar,33
402864,Himayath Nagar,Hyderabad,La Pino'Z Pizza,Snacks,400,4,500,Himayath Nagar,33
402881,Kothapet & Dilsukhnagar,Hyderabad,Urban Monk Fine Baking,Fast Food,600,2.9,80,Kothapet & Dilsukhnagar,73
403007,Himayath Nagar,Hyderabad,Haldirams Sweets And Namkeen,Sweets,300,4.3,20,Ground Floor Moti Mahal Market,31
403007,Himayath Nagar,Hyderabad,Haldirams Sweets And Namkeen,Snacks,300,4.3,20,Ground Floor Moti Mahal Market,31
403632,Somajiguda & Khairtabad,Hyderabad,Kushi Tiffin Center,South Indian,100,2.9,80,Somajiguda & Khairtabad,48
403648,Banjara Hills,Hyderabad,Oh! Punjab,Punjabi,300,4.3,50,Banjara Hills,75
403648,Banjara Hills,Hyderabad,Oh! Punjab,North Indian,300,4.3,50,Banjara Hills,75
403648,Banjara Hills,Hyderabad,Oh! Punjab,Chinese,300,4.3,50,Banjara Hills,75
404272,Nampally,Hyderabad,Halal Guys,Fast Food,300,2.9,80,Nampally,48
404272,Nampally,Hyderabad,Halal Guys,Beverages,300,2.9,80,Nampally,48
404272,Nampally,Hyderabad,Halal Guys,Ice Cream,300,2.9,80,Nampally,48
404322,Nallakunta & Vidyanagar,Hyderabad,Pizza And Burgers,Fast Food,300,3.3,20,Nallakunta & Vidyanagar,43
404322,Nallakunta & Vidyanagar,Hyderabad,Pizza And Burgers,Pizzas,300,3.3,20,Nallakunta & Vidyanagar,43
404322,Nallakunta & Vidyanagar,Hyderabad,Pizza And Burgers,Beverages,300,3.3,20,Nallakunta & Vidyanagar,43
404999,Vidyanagar,Hyderabad,Box8 - Desi Meals,North Indian,250,3.7,50,Ashok Nagar,38
404999,Vidyanagar,Hyderabad,Box8 - Desi Meals,Biryani,250,3.7,50,Ashok Nagar,38
404999,Vidyanagar,Hyderabad,Box8 - Desi Meals,Combo,250,3.7,50,Ashok Nagar,38
404999,Vidyanagar,Hyderabad,Box8 - Desi Meals,Snacks,250,3.7,50,Ashok Nagar,38
405000,Vidyanagar,Hyderabad,Itminaan Biryani - Dum Pukht,North Indian,250,2.9,80,Ashok Nagar,39
405000,Vidyanagar,Hyderabad,Itminaan Biryani - Dum Pukht,Biryani,250,2.9,80,Ashok Nagar,39
405000,Vidyanagar,Hyderabad,Itminaan Biryani - Dum Pukht,Combo,250,2.9,80,Ashok Nagar,39
405000,Vidyanagar,Hyderabad,Itminaan Biryani - Dum Pukht,Snacks,250,2.9,80,Ashok Nagar,39
405221,Kothapet & Dilsukhnagar,Hyderabad,"Agra Sandwich Pasta,Momos Corner",Italian,300,2.9,80,Kothapet & Dilsukhnagar,36
405221,Kothapet & Dilsukhnagar,Hyderabad,"Agra Sandwich Pasta,Momos Corner",Snacks,300,2.9,80,Kothapet & Dilsukhnagar,36
405403,Himayath Nagar,Hyderabad,Deccan Chef,Indian,150,2.9,80,Himayath Nagar,34
405522,Charminar,Hyderabad,Swagath Hotel,South Indian,400,4.3,100,Charminar,44
405522,Charminar,Hyderabad,Swagath Hotel,Chinese,400,4.3,100,Charminar,44
405522,Charminar,Hyderabad,Swagath Hotel,Indian,400,4.3,100,Charminar,44
406023,Tolichowki Hps Kids School Opposite,Hyderabad,Healthy Food House,Indian,100,2.9,80,Tolichowki,83
406023,Tolichowki Hps Kids School Opposite,Hyderabad,Healthy Food House,Fast Food,100,2.9,80,Tolichowki,83
406023,Tolichowki Hps Kids School Opposite,Hyderabad,Healthy Food House,Beverages,100,2.9,80,Tolichowki,83
406043,Nallakunta & Vidyanagar,Hyderabad,Lassi N Cafe,Beverages,200,2.9,80,Nallakunta & Vidyanagar,40
406043,Nallakunta & Vidyanagar,Hyderabad,Lassi N Cafe,Fast Food,200,2.9,80,Nallakunta & Vidyanagar,40
406058,Himayath Nagar,Hyderabad,Break The Bread-Sandwiches And Burgers,Healthy Food,200,3.6,20,Himayath Nagar,35
406074,Himayath Nagar,Hyderabad,Rice++,Healthy Food,200,2.9,80,Himayath Nagar,36
406154,Tarnaka Nacharam & Malkajigiri,Hyderabad,Kritunga Restaurant,Biryani,500,3.7,500,Tarnaka Nacharam & Malkajigiri,59
406154,Tarnaka Nacharam & Malkajigiri,Hyderabad,Kritunga Restaurant,Rayalaseema,500,3.7,500,Tarnaka Nacharam & Malkajigiri,59
406154,Tarnaka Nacharam & Malkajigiri,Hyderabad,Kritunga Restaurant,Andhra,500,3.7,500,Tarnaka Nacharam & Malkajigiri,59
406154,Tarnaka Nacharam & Malkajigiri,Hyderabad,Kritunga Restaurant,South Indian,500,3.7,500,Tarnaka Nacharam & Malkajigiri,59
406780,Kothapet & Dilsukhnagar,Hyderabad,Fipola Grill House,Seafood,400,2.9,80,Kothapet & Dilsukhnagar,65
406780,Kothapet & Dilsukhnagar,Hyderabad,Fipola Grill House,Snacks,400,2.9,80,Kothapet & Dilsukhnagar,65
406780,Kothapet & Dilsukhnagar,Hyderabad,Fipola Grill House,Grill,400,2.9,80,Kothapet & Dilsukhnagar,65
407004,Kothapet & Dilsukhnagar,Hyderabad,Reddy Vari Biryani,Indian,250,2.9,80,Kothapet & Dilsukhnagar,72
407004,Kothapet & Dilsukhnagar,Hyderabad,Reddy Vari Biryani,Biryani,250,2.9,80,Kothapet & Dilsukhnagar,72
407019,Kothapet & Dilsukhnagar,Hyderabad,Lalaji Dilli Wale,North Indian,400,3.4,100,Kothapet & Dilsukhnagar,65
407019,Kothapet & Dilsukhnagar,Hyderabad,Lalaji Dilli Wale,Chinese,400,3.4,100,Kothapet & Dilsukhnagar,65
407019,Kothapet & Dilsukhnagar,Hyderabad,Lalaji Dilli Wale,Salads,400,3.4,100,Kothapet & Dilsukhnagar,65
407346,Tarnaka Nacharam & Malkajigiri,Hyderabad,Punjabi Tadka,Indian,250,2.9,80,Tarnaka Nacharam & Malkajigiri,77
407346,Tarnaka Nacharam & Malkajigiri,Hyderabad,Punjabi Tadka,Punjabi,250,2.9,80,Tarnaka Nacharam & Malkajigiri,77
407346,Tarnaka Nacharam & Malkajigiri,Hyderabad,Punjabi Tadka,Fast Food,250,2.9,80,Tarnaka Nacharam & Malkajigiri,77
407938,Tolichowki,Hyderabad,Arabian Grills,Arabian,300,4.2,100,Tolichowki,61
407938,Tolichowki,Hyderabad,Arabian Grills,Beverages,300,4.2,100,Tolichowki,61
408177,Kachiguda,Hyderabad,Pizza Hut,Pizzas,300,2.9,80,Ph Kachiguda Hyderabad,34
408245,Himayath Nagar,Hyderabad,Dragon Society,Chinese,200,3.8,50,Himayath Nagar,34
408245,Himayath Nagar,Hyderabad,Dragon Society,South Indian,200,3.8,50,Himayath Nagar,34
408245,Himayath Nagar,Hyderabad,Dragon Society,North Indian,200,3.8,50,Himayath Nagar,34
408245,Himayath Nagar,Hyderabad,Dragon Society,Fast Food,200,3.8,50,Himayath Nagar,34
408327,Charminar,Hyderabad,Snappy Snacks Point,Chinese,200,3.4,20,Charminar,52
408327,Charminar,Hyderabad,Snappy Snacks Point,Snacks,200,3.4,20,Charminar,52
408587,L.B Nagar,Hyderabad,Mr Chef Mandi House,Arabian,500,3.5,50,Kothapet & Dilsukhnagar,59
408650,Himayath Nagar,Hyderabad,Biryani Society,Indian,200,2.9,80,Himayath Nagar,37
408650,Himayath Nagar,Hyderabad,Biryani Society,Biryani,200,2.9,80,Himayath Nagar,37
408650,Himayath Nagar,Hyderabad,Biryani Society,Combo,200,2.9,80,Himayath Nagar,37
408696,Charminar,Hyderabad,Tajis Food Court,Indian,2,2.9,80,Charminar,68
408696,Charminar,Hyderabad,Tajis Food Court,South Indian,2,2.9,80,Charminar,68
408696,Charminar,Hyderabad,Tajis Food Court,Chinese,2,2.9,80,Charminar,68
408696,Charminar,Hyderabad,Tajis Food Court,Arabian,2,2.9,80,Charminar,68
408756,Banjara Hills,Hyderabad,Lassi & Falooda Co,Beverages,200,2.9,80,Banjara Hills,65
408756,Banjara Hills,Hyderabad,Lassi & Falooda Co,Healthy Food,200,2.9,80,Banjara Hills,65
408756,Banjara Hills,Hyderabad,Lassi & Falooda Co,Juices,200,2.9,80,Banjara Hills,65
409032,Himayath Nagar,Hyderabad,Theboardgamecafe,Indian,500,2.9,80,Himayath Nagar,39
409032,Himayath Nagar,Hyderabad,Theboardgamecafe,Chinese,500,2.9,80,Himayath Nagar,39
409662,Tolichowki,Hyderabad,Mandistan,Arabian,400,3.6,20,Tolichowki,69
410257,Banjara Hills,Hyderabad,Wow! China,Tibetan,400,3.9,100,Banjara Hills,62
410257,Banjara Hills,Hyderabad,Wow! China,Fast Food,400,3.9,100,Banjara Hills,62
410257,Banjara Hills,Hyderabad,Wow! China,Chinese,400,3.9,100,Banjara Hills,62
410257,Banjara Hills,Hyderabad,Wow! China,Asian,400,3.9,100,Banjara Hills,62
410257,Banjara Hills,Hyderabad,Wow! China,Snacks,400,3.9,100,Banjara Hills,62
410257,Banjara Hills,Hyderabad,Wow! China,Continental,400,3.9,100,Banjara Hills,62
410257,Banjara Hills,Hyderabad,Wow! China,Desserts,400,3.9,100,Banjara Hills,62
410257,Banjara Hills,Hyderabad,Wow! China,Beverages,400,3.9,100,Banjara Hills,62
410603,Banjara Hills,Hyderabad,Nizami Shawarma,Arabian,250,2.9,80,Banjara Hills,65
410603,Banjara Hills,Hyderabad,Nizami Shawarma,Beverages,250,2.9,80,Banjara Hills,65
410677,Sithaphalmandi,Hyderabad,Robin Pizza Den,Fast Food,200,2.9,80,Nallakunta & Vidyanagar,59
410677,Sithaphalmandi,Hyderabad,Robin Pizza Den,Pizzas,200,2.9,80,Nallakunta & Vidyanagar,59
410943,Tolichowki,Hyderabad,Shawarma Spot,Arabian,200,2.9,80,Tolichowki,76
411106,Himayath Nagar,Hyderabad,Crumbled Cheese,Italian,350,4.3,50,Himayath Nagar,39
411106,Himayath Nagar,Hyderabad,Crumbled Cheese,Beverages,350,4.3,50,Himayath Nagar,39
411106,Himayath Nagar,Hyderabad,Crumbled Cheese,Pizzas,350,4.3,50,Himayath Nagar,39
411106,Himayath Nagar,Hyderabad,Crumbled Cheese,Pastas,350,4.3,50,Himayath Nagar,39
411106,Himayath Nagar,Hyderabad,Crumbled Cheese,Desserts,350,4.3,50,Himayath Nagar,39
411106,Himayath Nagar,Hyderabad,Crumbled Cheese,Mexican,350,4.3,50,Himayath Nagar,39
411523,Banjara Hills,Hyderabad,Vadapav & More,Beverages,200,2.9,80,Banjara Hills,63
411969,Himayath Nagar,Hyderabad,Tasim - On The Go,North Indian,300,4.3,50,Himayath Nagar,41
411969,Himayath Nagar,Hyderabad,Tasim - On The Go,Snacks,300,4.3,50,Himayath Nagar,41
412186,Kothapet & Dilsukhnagar,Hyderabad,Golden Dragon,Fast Food,150,2.9,80,Kothapet & Dilsukhnagar,57
412275,Charminar,Hyderabad,Cravings,Fast Food,250,2.9,80,Charminar,58
412275,Charminar,Hyderabad,Cravings,Snacks,250,2.9,80,Charminar,58
412898,Tolichowki,Hyderabad,Coconut Juice Bar,Beverages,200,4.5,50,Tolichowki,64
412898,Tolichowki,Hyderabad,Coconut Juice Bar,Desserts,200,4.5,50,Tolichowki,64
412898,Tolichowki,Hyderabad,Coconut Juice Bar,Healthy Food,200,4.5,50,Tolichowki,64
412898,Tolichowki,Hyderabad,Coconut Juice Bar,Ice Cream,200,4.5,50,Tolichowki,64
412898,Tolichowki,Hyderabad,Coconut Juice Bar,Snacks,200,4.5,50,Tolichowki,64
413059,Banjara Hills,Hyderabad,Healing Rice Bowls,North Indian,200,3.3,20,Banjara Hills,70
413190,Tolichowki,Hyderabad,Cane Land,Snacks,150,2.9,80,Tolichowki,88
413190,Tolichowki,Hyderabad,Cane Land,Beverages,150,2.9,80,Tolichowki,88
413611,Kothapet & Dilsukhnagar,Hyderabad,Gully Lounge,Chinese,493,2.9,80,Kothapet & Dilsukhnagar,67
413611,Kothapet & Dilsukhnagar,Hyderabad,Gully Lounge,South Indian,493,2.9,80,Kothapet & Dilsukhnagar,67
413611,Kothapet & Dilsukhnagar,Hyderabad,Gully Lounge,Biryani,493,2.9,80,Kothapet & Dilsukhnagar,67
413611,Kothapet & Dilsukhnagar,Hyderabad,Gully Lounge,Juices,493,2.9,80,Kothapet & Dilsukhnagar,67
413611,Kothapet & Dilsukhnagar,Hyderabad,Gully Lounge,Beverages,493,2.9,80,Kothapet & Dilsukhnagar,67
413611,Kothapet & Dilsukhnagar,Hyderabad,Gully Lounge,Ice Cream,493,2.9,80,Kothapet & Dilsukhnagar,67
413647,Banjara Hills,Hyderabad,The Sandwich Story,Healthy Food,200,2.9,80,Banjara Hills,72
413647,Banjara Hills,Hyderabad,The Sandwich Story,Snacks,200,2.9,80,Banjara Hills,72
413757,Himayath Nagar,Hyderabad,Bachelor Burgers,Continental,200,3.4,20,Himayath Nagar,47
413757,Himayath Nagar,Hyderabad,Bachelor Burgers,Italian,200,3.4,20,Himayath Nagar,47
413769,Kothapet & Dilsukhnagar,Hyderabad,Bakers S Street,Fast Food,450,2.9,80,Kothapet & Dilsukhnagar,58
413769,Kothapet & Dilsukhnagar,Hyderabad,Bakers S Street,Bakery,450,2.9,80,Kothapet & Dilsukhnagar,58
413769,Kothapet & Dilsukhnagar,Hyderabad,Bakers S Street,Desserts,450,2.9,80,Kothapet & Dilsukhnagar,58
413769,Kothapet & Dilsukhnagar,Hyderabad,Bakers S Street,Beverages,450,2.9,80,Kothapet & Dilsukhnagar,58
413860,Charminar,Hyderabad,Tameems Shawarma,Arabian,270,2.9,80,Charminar,61
413860,Charminar,Hyderabad,Tameems Shawarma,Snacks,270,2.9,80,Charminar,61
414163,Banjara Hills,Hyderabad,Ath - All Things Healthy!,Healthy Food,200,4,100,Banjara Hills,63
414163,Banjara Hills,Hyderabad,Ath - All Things Healthy!,Indian,200,4,100,Banjara Hills,63
414163,Banjara Hills,Hyderabad,Ath - All Things Healthy!,Keto,200,4,100,Banjara Hills,63
414163,Banjara Hills,Hyderabad,Ath - All Things Healthy!,Snacks,200,4,100,Banjara Hills,63
414163,Banjara Hills,Hyderabad,Ath - All Things Healthy!,Bakery,200,4,100,Banjara Hills,63
414163,Banjara Hills,Hyderabad,Ath - All Things Healthy!,North Indian,200,4,100,Banjara Hills,63
414234,Uppal,Hyderabad,The Waffle Co,Desserts,200,4.2,50,Uppal,61
414234,Uppal,Hyderabad,The Waffle Co,Beverages,200,4.2,50,Uppal,61
414555,Kothapet & Dilsukhnagar,Hyderabad,Hungry Treats,Mexican,200,2.9,80,Kothapet & Dilsukhnagar,69
414555,Kothapet & Dilsukhnagar,Hyderabad,Hungry Treats,Pizzas,200,2.9,80,Kothapet & Dilsukhnagar,69
414555,Kothapet & Dilsukhnagar,Hyderabad,Hungry Treats,Pastas,200,2.9,80,Kothapet & Dilsukhnagar,69
414556,Himayath Nagar,Hyderabad,House Of Burger,Fast Food,150,2.9,80,Nampally,43
414556,Himayath Nagar,Hyderabad,House Of Burger,Beverages,150,2.9,80,Nampally,43
414589,Banjara Hills,Hyderabad,Zouq Fusion Foods,Turkish,800,2.8,20,Banjara Hills,83
414777,Tolichowki,Hyderabad,Andhra Gunpowder,Andhra,280,4.4,1000,Tolichowki,45
415011,Mehdipatnam,Hyderabad,Bakers Magic,Fast Food,350,2.9,80,Mehdipatnam,54
415326,Banjara Hills,Hyderabad,Kulfi & Falooda Project,Desserts,200,2.7,20,Banjara Hills,67
415326,Banjara Hills,Hyderabad,Kulfi & Falooda Project,Snacks,200,2.7,20,Banjara Hills,67
415326,Banjara Hills,Hyderabad,Kulfi & Falooda Project,Beverages,200,2.7,20,Banjara Hills,67
415326,Banjara Hills,Hyderabad,Kulfi & Falooda Project,Healthy Food,200,2.7,20,Banjara Hills,67
415623,Ameerpet,Hyderabad,Coastal Chops,Coastal,300,2.9,80,Ameerpet,75
415623,Ameerpet,Hyderabad,Coastal Chops,Indian,300,2.9,80,Ameerpet,75
415623,Ameerpet,Hyderabad,Coastal Chops,Seafood,300,2.9,80,Ameerpet,75
416005,Kothapet & Dilsukhnagar,Hyderabad,Cakes11,Bakery,200,4,100,Kothapet & Dilsukhnagar,64
416005,Kothapet & Dilsukhnagar,Hyderabad,Cakes11,Desserts,200,4,100,Kothapet & Dilsukhnagar,64
416537,Nallakunta & Vidyanagar,Hyderabad,Eat Neat,Fast Food,200,4.2,100,Nallakunta & Vidyanagar,41
416537,Nallakunta & Vidyanagar,Hyderabad,Eat Neat,Lebanese,200,4.2,100,Nallakunta & Vidyanagar,41
416537,Nallakunta & Vidyanagar,Hyderabad,Eat Neat,Continental,200,4.2,100,Nallakunta & Vidyanagar,41
416537,Nallakunta & Vidyanagar,Hyderabad,Eat Neat,Healthy Food,200,4.2,100,Nallakunta & Vidyanagar,41
416540,Nallakunta & Vidyanagar,Hyderabad,I Love Combos,Continental,300,2.9,80,Nallakunta & Vidyanagar,43
416540,Nallakunta & Vidyanagar,Hyderabad,I Love Combos,Pizzas,300,2.9,80,Nallakunta & Vidyanagar,43
